"run_id","model","eval_request","epoch","map50","map50_95","precision","recall","box_loss","cls_loss","dfl_loss","moe_loss"
"eyutrjs9","EsMoE-N","dense_requested","287","0.341","0.196","0.472","0.365","1.343","0.8386","0.8787","1"
"eyutrjs9","EsMoE-N","dense_requested","288","0.341","0.196","0.472","0.364","1.328","0.8329","0.8789","1"
"eyutrjs9","EsMoE-N","dense_requested","289","0.341","0.196","0.472","0.364","1.334","0.832","0.877","1"
"eyutrjs9","EsMoE-N","dense_requested","290","0.341","0.196","0.472","0.364","1.344","0.8393","0.8784","1"
"eyutrjs9","EsMoE-N","dense_requested","291","0.341","0.195","0.472","0.365","1.302","0.8087","0.8828","1"
"eyutrjs9","EsMoE-N","dense_requested","292","0.341","0.195","0.471","0.366","1.286","0.794","0.8788","1"
"eyutrjs9","EsMoE-N","dense_requested","293","0.341","0.196","0.472","0.364","1.282","0.7867","0.8798","1"
"eyutrjs9","EsMoE-N","dense_requested","294","0.341","0.196","0.473","0.365","1.281","0.7859","0.8798","1"
"eyutrjs9","EsMoE-N","dense_requested","295","0.341","0.195","0.473","0.365","1.275","0.7809","0.8798","1"
"eyutrjs9","EsMoE-N","dense_requested","296","0.341","0.196","0.471","0.365","1.278","0.7802","0.878","1"
"eyutrjs9","EsMoE-N","dense_requested","297","0.341","0.196","0.473","0.364","1.274","0.7804","0.8789","1"
"eyutrjs9","EsMoE-N","dense_requested","298","0.341","0.196","0.472","0.365","1.274","0.7771","0.8785","1"
"eyutrjs9","EsMoE-N","dense_requested","299","0.341","0.196","0.473","0.364","1.273","0.7769","0.8776","1"
"eyutrjs9","EsMoE-N","dense_requested","300","0.341","0.196","0.473","0.364","1.272","0.7768","0.8782","1"
