"run_id","model","eval_request","epoch","map50","map50_95","precision","recall","box_loss","cls_loss","dfl_loss","moe_loss"
"eyutrjs9","EsMoE-N","dense_requested","45","0.28","0.155","0.391","0.313","1.568","1.132","0.9481","1"
"eyutrjs9","EsMoE-N","dense_requested","46","0.281","0.155","0.397","0.312","1.573","1.133","0.9492","1"
"eyutrjs9","EsMoE-N","dense_requested","47","0.283","0.157","0.39","0.321","1.571","1.132","0.9498","1"
"eyutrjs9","EsMoE-N","dense_requested","48","0.284","0.158","0.392","0.323","1.576","1.133","0.9476","1"
"eyutrjs9","EsMoE-N","dense_requested","49","0.29","0.161","0.411","0.321","1.557","1.12","0.9479","1"
"eyutrjs9","EsMoE-N","dense_requested","50","0.287","0.16","0.399","0.316","1.559","1.119","0.9465","1"
"eyutrjs9","EsMoE-N","dense_requested","51","0.289","0.16","0.411","0.321","1.564","1.122","0.9476","1"
"eyutrjs9","EsMoE-N","dense_requested","52","0.291","0.161","0.406","0.321","1.567","1.122","0.9462","1"
"eyutrjs9","EsMoE-N","dense_requested","53","0.291","0.163","0.414","0.32","1.552","1.109","0.9445","1"
"eyutrjs9","EsMoE-N","dense_requested","54","0.292","0.162","0.413","0.322","1.551","1.113","0.9446","1"
"eyutrjs9","EsMoE-N","dense_requested","55","0.293","0.162","0.403","0.331","1.549","1.106","0.9415","1"
"eyutrjs9","EsMoE-N","dense_requested","56","0.293","0.163","0.409","0.326","1.554","1.107","0.942","1"
"eyutrjs9","EsMoE-N","dense_requested","57","0.293","0.163","0.416","0.328","1.548","1.104","0.9429","1"
"eyutrjs9","EsMoE-N","dense_requested","58","0.296","0.164","0.418","0.328","1.546","1.096","0.9403","1"
"eyutrjs9","EsMoE-N","dense_requested","59","0.298","0.166","0.424","0.327","1.541","1.097","0.9407","1"
"eyutrjs9","EsMoE-N","dense_requested","60","0.3","0.169","0.435","0.325","1.535","1.093","0.9386","1"
"eyutrjs9","EsMoE-N","dense_requested","61","0.3","0.167","0.415","0.331","1.535","1.091","0.9404","1"
"eyutrjs9","EsMoE-N","dense_requested","62","0.302","0.168","0.413","0.337","1.53","1.086","0.9389","1"
"eyutrjs9","EsMoE-N","dense_requested","63","0.299","0.167","0.42","0.333","1.539","1.088","0.9391","1"
"eyutrjs9","EsMoE-N","dense_requested","64","0.3","0.168","0.425","0.331","1.533","1.083","0.9379","1"
"eyutrjs9","EsMoE-N","dense_requested","65","0.301","0.168","0.426","0.33","1.53","1.084","0.9387","1"
"eyutrjs9","EsMoE-N","dense_requested","66","0.302","0.169","0.418","0.33","1.536","1.086","0.9371","1"
"eyutrjs9","EsMoE-N","dense_requested","67","0.303","0.169","0.422","0.337","1.527","1.078","0.9354","1"
"eyutrjs9","EsMoE-N","dense_requested","68","0.304","0.17","0.435","0.335","1.524","1.074","0.9391","1"
"eyutrjs9","EsMoE-N","dense_requested","69","0.305","0.17","0.437","0.329","1.518","1.069","0.9362","1"
"eyutrjs9","EsMoE-N","dense_requested","70","0.308","0.173","0.43","0.335","1.512","1.061","0.9315","1"
"eyutrjs9","EsMoE-N","dense_requested","71","0.307","0.173","0.431","0.338","1.519","1.068","0.9346","1"
"eyutrjs9","EsMoE-N","dense_requested","72","0.309","0.174","0.43","0.338","1.513","1.065","0.9322","1"
"eyutrjs9","EsMoE-N","dense_requested","73","0.308","0.173","0.441","0.331","1.518","1.068","0.9323","1"
"eyutrjs9","EsMoE-N","dense_requested","74","0.309","0.174","0.437","0.337","1.51","1.064","0.9301","1"
"eyutrjs9","EsMoE-N","dense_requested","75","0.309","0.174","0.429","0.339","1.516","1.065","0.9321","1"
"eyutrjs9","EsMoE-N","dense_requested","76","0.311","0.174","0.435","0.338","1.523","1.068","0.9324","1"
"eyutrjs9","EsMoE-N","dense_requested","77","0.31","0.174","0.439","0.34","1.521","1.067","0.9293","1"
"eyutrjs9","EsMoE-N","dense_requested","78","0.313","0.176","0.433","0.343","1.506","1.058","0.9288","1"
"eyutrjs9","EsMoE-N","dense_requested","79","0.313","0.176","0.43","0.344","1.507","1.051","0.9309","1"
"eyutrjs9","EsMoE-N","dense_requested","80","0.314","0.176","0.431","0.345","1.504","1.054","0.9285","1"
"eyutrjs9","EsMoE-N","dense_requested","81","0.315","0.177","0.428","0.347","1.506","1.057","0.9296","1"
"eyutrjs9","EsMoE-N","dense_requested","82","0.314","0.177","0.43","0.346","1.51","1.055","0.9278","1"
"eyutrjs9","EsMoE-N","dense_requested","83","0.316","0.178","0.433","0.346","1.503","1.052","0.9286","1"
"eyutrjs9","EsMoE-N","dense_requested","84","0.314","0.177","0.429","0.342","1.497","1.047","0.9275","1"
"eyutrjs9","EsMoE-N","dense_requested","85","0.316","0.178","0.435","0.344","1.511","1.055","0.9256","1"
"eyutrjs9","EsMoE-N","dense_requested","86","0.316","0.178","0.44","0.344","1.496","1.04","0.925","1"
"eyutrjs9","EsMoE-N","dense_requested","87","0.319","0.18","0.439","0.349","1.497","1.045","0.926","1"
"eyutrjs9","EsMoE-N","dense_requested","88","0.319","0.181","0.437","0.351","1.489","1.039","0.9236","1"
"eyutrjs9","EsMoE-N","dense_requested","89","0.319","0.18","0.441","0.349","1.493","1.039","0.9261","1"
"eyutrjs9","EsMoE-N","dense_requested","90","0.319","0.179","0.439","0.347","1.501","1.045","0.9265","1"
"eyutrjs9","EsMoE-N","dense_requested","91","0.318","0.18","0.443","0.347","1.501","1.041","0.921","1"
"eyutrjs9","EsMoE-N","dense_requested","92","0.319","0.18","0.44","0.347","1.5","1.042","0.9228","1"
"eyutrjs9","EsMoE-N","dense_requested","93","0.32","0.179","0.433","0.355","1.504","1.045","0.9249","1"
"eyutrjs9","EsMoE-N","dense_requested","94","0.321","0.181","0.44","0.352","1.493","1.037","0.9205","1"
"eyutrjs9","EsMoE-N","dense_requested","95","0.322","0.182","0.446","0.351","1.493","1.038","0.9222","1"
"eyutrjs9","EsMoE-N","dense_requested","96","0.322","0.182","0.448","0.348","1.49","1.032","0.9216","1"
"eyutrjs9","EsMoE-N","dense_requested","97","0.322","0.182","0.454","0.348","1.49","1.032","0.9213","1"
"eyutrjs9","EsMoE-N","dense_requested","98","0.323","0.182","0.445","0.35","1.485","1.033","0.9214","1"
"eyutrjs9","EsMoE-N","dense_requested","99","0.323","0.183","0.454","0.349","1.491","1.029","0.9212","1"
"eyutrjs9","EsMoE-N","dense_requested","100","0.325","0.184","0.447","0.351","1.476","1.022","0.9195","1"
"eyutrjs9","EsMoE-N","dense_requested","101","0.325","0.185","0.444","0.353","1.493","1.031","0.9188","1"
"eyutrjs9","EsMoE-N","dense_requested","102","0.325","0.185","0.445","0.352","1.483","1.024","0.9197","1"
"eyutrjs9","EsMoE-N","dense_requested","103","0.327","0.186","0.446","0.354","1.486","1.026","0.92","1"
"eyutrjs9","EsMoE-N","dense_requested","104","0.327","0.187","0.453","0.349","1.488","1.028","0.9211","1"
"eyutrjs9","EsMoE-N","dense_requested","105","0.326","0.186","0.444","0.355","1.475","1.018","0.919","1"
"eyutrjs9","EsMoE-N","dense_requested","106","0.327","0.186","0.448","0.353","1.472","1.014","0.9177","1"
"eyutrjs9","EsMoE-N","dense_requested","107","0.328","0.186","0.455","0.352","1.483","1.024","0.917","1"
"eyutrjs9","EsMoE-N","dense_requested","108","0.328","0.186","0.456","0.351","1.481","1.02","0.9174","1"
"eyutrjs9","EsMoE-N","dense_requested","109","0.328","0.187","0.456","0.349","1.48","1.016","0.9157","1"
"eyutrjs9","EsMoE-N","dense_requested","110","0.328","0.187","0.45","0.357","1.47","1.016","0.9168","1"
"eyutrjs9","EsMoE-N","dense_requested","111","0.327","0.186","0.451","0.354","1.47","1.018","0.9196","1"
"eyutrjs9","EsMoE-N","dense_requested","112","0.327","0.185","0.451","0.353","1.48","1.019","0.9177","1"
"eyutrjs9","EsMoE-N","dense_requested","113","0.327","0.186","0.454","0.351","1.475","1.017","0.9157","1"
"eyutrjs9","EsMoE-N","dense_requested","114","0.328","0.186","0.453","0.352","1.473","1.012","0.9137","1"
"eyutrjs9","EsMoE-N","dense_requested","115","0.328","0.186","0.454","0.352","1.469","1.008","0.9159","1"
"eyutrjs9","EsMoE-N","dense_requested","116","0.328","0.186","0.452","0.353","1.464","1.005","0.9154","1"
"eyutrjs9","EsMoE-N","dense_requested","117","0.328","0.186","0.455","0.352","1.468","1.008","0.9138","1"
"eyutrjs9","EsMoE-N","dense_requested","118","0.328","0.186","0.451","0.356","1.475","1.009","0.9145","1"
"eyutrjs9","EsMoE-N","dense_requested","119","0.329","0.187","0.458","0.355","1.468","1.006","0.9139","1"
"eyutrjs9","EsMoE-N","dense_requested","120","0.33","0.187","0.458","0.356","1.47","1.003","0.9139","1"
"eyutrjs9","EsMoE-N","dense_requested","121","0.331","0.187","0.456","0.356","1.462","1","0.9135","1"
"eyutrjs9","EsMoE-N","dense_requested","122","0.331","0.188","0.454","0.358","1.468","1.006","0.9146","1"
"eyutrjs9","EsMoE-N","dense_requested","123","0.332","0.188","0.458","0.357","1.458","0.9964","0.9119","1"
"eyutrjs9","EsMoE-N","dense_requested","124","0.332","0.189","0.459","0.354","1.459","0.9994","0.9103","1"
"eyutrjs9","EsMoE-N","dense_requested","125","0.332","0.189","0.457","0.355","1.46","0.9987","0.9142","1"
"eyutrjs9","EsMoE-N","dense_requested","126","0.332","0.189","0.455","0.357","1.462","1.001","0.9123","1"
"eyutrjs9","EsMoE-N","dense_requested","127","0.332","0.189","0.454","0.358","1.459","0.9921","0.91","1"
"eyutrjs9","EsMoE-N","dense_requested","128","0.332","0.189","0.458","0.357","1.462","0.9939","0.91","1"
"eyutrjs9","EsMoE-N","dense_requested","129","0.333","0.189","0.453","0.36","1.462","0.9901","0.911","1"
"eyutrjs9","EsMoE-N","dense_requested","130","0.333","0.189","0.45","0.36","1.457","0.9915","0.9115","1"
"eyutrjs9","EsMoE-N","dense_requested","131","0.333","0.19","0.448","0.363","1.45","0.9874","0.909","1"
"eyutrjs9","EsMoE-N","dense_requested","132","0.333","0.19","0.449","0.361","1.455","0.9908","0.9103","1"
"eyutrjs9","EsMoE-N","dense_requested","133","0.334","0.19","0.446","0.362","1.454","0.9843","0.9085","1"
"eyutrjs9","EsMoE-N","dense_requested","134","0.334","0.19","0.446","0.361","1.453","0.9886","0.9108","1"
"eyutrjs9","EsMoE-N","dense_requested","135","0.334","0.19","0.442","0.364","1.452","0.9859","0.9074","1"
"eyutrjs9","EsMoE-N","dense_requested","136","0.334","0.19","0.443","0.365","1.445","0.9808","0.9076","1"
"eyutrjs9","EsMoE-N","dense_requested","137","0.334","0.19","0.442","0.365","1.447","0.9817","0.9082","1"
"eyutrjs9","EsMoE-N","dense_requested","138","0.335","0.191","0.437","0.369","1.445","0.9834","0.9076","1"
"eyutrjs9","EsMoE-N","dense_requested","139","0.335","0.191","0.442","0.367","1.449","0.9808","0.908","1"
"eyutrjs9","EsMoE-N","dense_requested","140","0.335","0.191","0.442","0.368","1.449","0.9793","0.9081","1"
"eyutrjs9","EsMoE-N","dense_requested","141","0.335","0.191","0.442","0.369","1.452","0.9821","0.9078","1"
"eyutrjs9","EsMoE-N","dense_requested","142","0.335","0.191","0.443","0.367","1.444","0.979","0.9085","1"
"eyutrjs9","EsMoE-N","dense_requested","143","0.336","0.191","0.444","0.367","1.446","0.9762","0.9068","1"
"eyutrjs9","EsMoE-N","dense_requested","144","0.336","0.191","0.447","0.366","1.446","0.9784","0.9063","1"
"eyutrjs9","EsMoE-N","dense_requested","145","0.336","0.192","0.449","0.365","1.442","0.9746","0.9068","1"
"eyutrjs9","EsMoE-N","dense_requested","146","0.336","0.192","0.449","0.367","1.44","0.974","0.9058","1"
"eyutrjs9","EsMoE-N","dense_requested","147","0.337","0.192","0.448","0.367","1.443","0.9736","0.9066","1"
"eyutrjs9","EsMoE-N","dense_requested","148","0.337","0.192","0.448","0.367","1.44","0.9703","0.9059","1"
"eyutrjs9","EsMoE-N","dense_requested","149","0.337","0.192","0.447","0.369","1.439","0.9694","0.9061","1"
"eyutrjs9","EsMoE-N","dense_requested","150","0.337","0.192","0.447","0.369","1.441","0.9675","0.9048","1"
"eyutrjs9","EsMoE-N","dense_requested","151","0.336","0.192","0.448","0.367","1.439","0.9714","0.9042","1"
"eyutrjs9","EsMoE-N","dense_requested","152","0.336","0.192","0.446","0.37","1.442","0.9666","0.904","1"
"eyutrjs9","EsMoE-N","dense_requested","153","0.337","0.192","0.45","0.368","1.432","0.962","0.9053","1"
"eyutrjs9","EsMoE-N","dense_requested","154","0.337","0.192","0.449","0.368","1.434","0.9661","0.9034","1"
"eyutrjs9","EsMoE-N","dense_requested","155","0.337","0.192","0.45","0.369","1.429","0.9617","0.9048","1"
"eyutrjs9","EsMoE-N","dense_requested","156","0.337","0.192","0.452","0.368","1.441","0.9643","0.9034","1"
"eyutrjs9","EsMoE-N","dense_requested","157","0.337","0.192","0.452","0.368","1.431","0.9575","0.9014","1"
"eyutrjs9","EsMoE-N","dense_requested","158","0.337","0.192","0.45","0.369","1.427","0.961","0.9031","1"
"eyutrjs9","EsMoE-N","dense_requested","159","0.337","0.192","0.449","0.369","1.432","0.9592","0.9039","1"
"eyutrjs9","EsMoE-N","dense_requested","160","0.337","0.192","0.448","0.37","1.427","0.9599","0.9034","1"
"eyutrjs9","EsMoE-N","dense_requested","161","0.337","0.192","0.452","0.367","1.432","0.9616","0.9019","1"
"eyutrjs9","EsMoE-N","dense_requested","162","0.337","0.193","0.451","0.368","1.428","0.9546","0.9021","1"
"eyutrjs9","EsMoE-N","dense_requested","163","0.337","0.193","0.451","0.369","1.432","0.958","0.9028","1"
"eyutrjs9","EsMoE-N","dense_requested","164","0.337","0.193","0.45","0.369","1.425","0.9522","0.9012","1"
"eyutrjs9","EsMoE-N","dense_requested","165","0.337","0.193","0.454","0.367","1.428","0.9512","0.9022","1"
"eyutrjs9","EsMoE-N","dense_requested","166","0.337","0.193","0.452","0.369","1.422","0.9521","0.9008","1"
"eyutrjs9","EsMoE-N","dense_requested","167","0.337","0.193","0.453","0.368","1.419","0.949","0.9027","1"
"eyutrjs9","EsMoE-N","dense_requested","168","0.338","0.193","0.456","0.367","1.43","0.9523","0.9008","1"
"eyutrjs9","EsMoE-N","dense_requested","169","0.338","0.193","0.455","0.368","1.429","0.9513","0.9004","1"
"eyutrjs9","EsMoE-N","dense_requested","170","0.338","0.193","0.454","0.368","1.41","0.9419","0.9008","1"
"eyutrjs9","EsMoE-N","dense_requested","171","0.338","0.193","0.457","0.367","1.424","0.9497","0.901","1"
"eyutrjs9","EsMoE-N","dense_requested","172","0.338","0.193","0.456","0.368","1.413","0.9449","0.9026","1"
"eyutrjs9","EsMoE-N","dense_requested","173","0.338","0.193","0.456","0.367","1.422","0.9461","0.8997","1"
"eyutrjs9","EsMoE-N","dense_requested","174","0.338","0.193","0.458","0.366","1.419","0.9431","0.9005","1"
"eyutrjs9","EsMoE-N","dense_requested","175","0.338","0.193","0.455","0.369","1.42","0.9438","0.9006","1"
"eyutrjs9","EsMoE-N","dense_requested","176","0.338","0.193","0.456","0.368","1.419","0.9455","0.8999","1"
"eyutrjs9","EsMoE-N","dense_requested","177","0.338","0.193","0.455","0.369","1.419","0.9406","0.8994","1"
"eyutrjs9","EsMoE-N","dense_requested","178","0.338","0.193","0.456","0.369","1.414","0.9382","0.8996","1"
"eyutrjs9","EsMoE-N","dense_requested","179","0.338","0.193","0.456","0.369","1.413","0.9401","0.8984","1"
"eyutrjs9","EsMoE-N","dense_requested","180","0.338","0.193","0.454","0.369","1.411","0.9366","0.8983","1"
"eyutrjs9","EsMoE-N","dense_requested","181","0.338","0.193","0.453","0.37","1.418","0.9402","0.8988","1"
"eyutrjs9","EsMoE-N","dense_requested","182","0.338","0.193","0.454","0.369","1.414","0.9383","0.8995","1"
"eyutrjs9","EsMoE-N","dense_requested","183","0.338","0.193","0.455","0.37","1.416","0.935","0.8982","1"
"eyutrjs9","EsMoE-N","dense_requested","184","0.339","0.194","0.455","0.369","1.411","0.9335","0.8983","1"
"eyutrjs9","EsMoE-N","dense_requested","185","0.339","0.194","0.456","0.369","1.412","0.9314","0.8973","1"
"eyutrjs9","EsMoE-N","dense_requested","186","0.338","0.194","0.455","0.369","1.409","0.9323","0.8984","1"
"eyutrjs9","EsMoE-N","dense_requested","187","0.338","0.194","0.456","0.369","1.403","0.9262","0.8971","1"
"eyutrjs9","EsMoE-N","dense_requested","188","0.338","0.194","0.458","0.368","1.403","0.9286","0.8974","1"
"eyutrjs9","EsMoE-N","dense_requested","189","0.338","0.194","0.458","0.368","1.408","0.931","0.8958","1"
"eyutrjs9","EsMoE-N","dense_requested","190","0.338","0.194","0.456","0.369","1.407","0.9269","0.8978","1"
"eyutrjs9","EsMoE-N","dense_requested","191","0.339","0.194","0.453","0.37","1.404","0.9253","0.8982","1"
"eyutrjs9","EsMoE-N","dense_requested","192","0.338","0.194","0.459","0.366","1.399","0.9239","0.8978","1"
"eyutrjs9","EsMoE-N","dense_requested","193","0.339","0.194","0.459","0.367","1.411","0.93","0.8965","1"
"eyutrjs9","EsMoE-N","dense_requested","194","0.339","0.194","0.459","0.367","1.406","0.9246","0.8971","1"
"eyutrjs9","EsMoE-N","dense_requested","195","0.339","0.194","0.459","0.368","1.401","0.921","0.8948","1"
"eyutrjs9","EsMoE-N","dense_requested","196","0.339","0.194","0.459","0.367","1.404","0.9213","0.8947","1"
"eyutrjs9","EsMoE-N","dense_requested","197","0.339","0.194","0.459","0.367","1.402","0.9245","0.8971","1"
"eyutrjs9","EsMoE-N","dense_requested","198","0.339","0.194","0.459","0.367","1.402","0.9182","0.8938","1"
"eyutrjs9","EsMoE-N","dense_requested","199","0.339","0.194","0.458","0.368","1.4","0.9189","0.8927","1"
"eyutrjs9","EsMoE-N","dense_requested","200","0.339","0.194","0.456","0.369","1.398","0.9199","0.8947","1"
"eyutrjs9","EsMoE-N","dense_requested","201","0.339","0.194","0.456","0.369","1.395","0.9172","0.8943","1"
"eyutrjs9","EsMoE-N","dense_requested","202","0.339","0.194","0.457","0.367","1.39","0.9125","0.8934","1"
"eyutrjs9","EsMoE-N","dense_requested","203","0.339","0.194","0.458","0.367","1.4","0.9159","0.8935","1"
"eyutrjs9","EsMoE-N","dense_requested","204","0.339","0.194","0.458","0.367","1.397","0.9166","0.8949","1"
"eyutrjs9","EsMoE-N","dense_requested","205","0.339","0.194","0.458","0.367","1.393","0.9134","0.8961","1"
"eyutrjs9","EsMoE-N","dense_requested","206","0.339","0.194","0.459","0.367","1.395","0.9124","0.8924","1"
"eyutrjs9","EsMoE-N","dense_requested","207","0.339","0.194","0.458","0.368","1.393","0.9087","0.8927","1"
"eyutrjs9","EsMoE-N","dense_requested","208","0.339","0.194","0.459","0.368","1.39","0.9066","0.8939","1"
"eyutrjs9","EsMoE-N","dense_requested","209","0.339","0.194","0.459","0.368","1.399","0.9132","0.8949","1"
"eyutrjs9","EsMoE-N","dense_requested","210","0.339","0.194","0.457","0.369","1.391","0.9091","0.8925","1"
"eyutrjs9","EsMoE-N","dense_requested","211","0.339","0.194","0.46","0.368","1.394","0.9064","0.8927","1"
"eyutrjs9","EsMoE-N","dense_requested","212","0.339","0.194","0.459","0.369","1.386","0.9027","0.8932","1"
"eyutrjs9","EsMoE-N","dense_requested","213","0.339","0.194","0.457","0.37","1.388","0.9082","0.8923","1"
"eyutrjs9","EsMoE-N","dense_requested","214","0.339","0.194","0.459","0.37","1.384","0.9027","0.8906","1"
"eyutrjs9","EsMoE-N","dense_requested","215","0.339","0.194","0.459","0.369","1.389","0.9051","0.8919","1"
"eyutrjs9","EsMoE-N","dense_requested","216","0.339","0.195","0.459","0.369","1.388","0.9039","0.8934","1"
"eyutrjs9","EsMoE-N","dense_requested","217","0.339","0.195","0.459","0.37","1.384","0.8978","0.8908","1"
"eyutrjs9","EsMoE-N","dense_requested","218","0.339","0.195","0.459","0.37","1.384","0.8976","0.8899","1"
"eyutrjs9","EsMoE-N","dense_requested","219","0.34","0.195","0.46","0.37","1.384","0.8993","0.8932","1"
"eyutrjs9","EsMoE-N","dense_requested","220","0.34","0.195","0.46","0.37","1.382","0.8989","0.8898","1"
"eyutrjs9","EsMoE-N","dense_requested","221","0.34","0.195","0.46","0.37","1.381","0.8947","0.8929","1"
"eyutrjs9","EsMoE-N","dense_requested","222","0.34","0.195","0.46","0.37","1.385","0.8994","0.8913","1"
"eyutrjs9","EsMoE-N","dense_requested","223","0.34","0.195","0.46","0.371","1.374","0.8925","0.8909","1"
"eyutrjs9","EsMoE-N","dense_requested","224","0.34","0.195","0.46","0.371","1.38","0.8926","0.8899","1"
"eyutrjs9","EsMoE-N","dense_requested","225","0.34","0.195","0.458","0.371","1.379","0.8902","0.8896","1"
"eyutrjs9","EsMoE-N","dense_requested","226","0.34","0.195","0.459","0.371","1.377","0.888","0.8876","1"
"eyutrjs9","EsMoE-N","dense_requested","227","0.34","0.195","0.459","0.371","1.375","0.8892","0.889","1"
"eyutrjs9","EsMoE-N","dense_requested","228","0.34","0.195","0.46","0.372","1.381","0.8951","0.888","1"
"eyutrjs9","EsMoE-N","dense_requested","229","0.34","0.195","0.461","0.371","1.375","0.8847","0.8893","1"
"eyutrjs9","EsMoE-N","dense_requested","230","0.34","0.195","0.461","0.37","1.368","0.8847","0.8898","1"
"eyutrjs9","EsMoE-N","dense_requested","231","0.34","0.195","0.462","0.37","1.384","0.889","0.8877","1"
"eyutrjs9","EsMoE-N","dense_requested","232","0.34","0.195","0.461","0.37","1.375","0.8847","0.8893","1"
"eyutrjs9","EsMoE-N","dense_requested","233","0.34","0.195","0.463","0.369","1.379","0.8878","0.8885","1"
"eyutrjs9","EsMoE-N","dense_requested","234","0.34","0.195","0.461","0.369","1.374","0.8836","0.8876","1"
"eyutrjs9","EsMoE-N","dense_requested","235","0.34","0.195","0.462","0.369","1.378","0.8867","0.8872","1"
"eyutrjs9","EsMoE-N","dense_requested","236","0.34","0.195","0.462","0.369","1.369","0.8816","0.8888","1"
"eyutrjs9","EsMoE-N","dense_requested","237","0.34","0.195","0.462","0.369","1.369","0.879","0.8883","1"
"eyutrjs9","EsMoE-N","dense_requested","238","0.34","0.195","0.462","0.369","1.375","0.8862","0.8862","1"
"eyutrjs9","EsMoE-N","dense_requested","239","0.34","0.195","0.462","0.369","1.376","0.8819","0.8888","1"
"eyutrjs9","EsMoE-N","dense_requested","240","0.34","0.195","0.462","0.369","1.37","0.8797","0.8876","1"
"eyutrjs9","EsMoE-N","dense_requested","241","0.34","0.195","0.462","0.369","1.37","0.8776","0.8864","1"
"eyutrjs9","EsMoE-N","dense_requested","242","0.34","0.195","0.462","0.369","1.367","0.873","0.8854","1"
"eyutrjs9","EsMoE-N","dense_requested","243","0.34","0.195","0.461","0.368","1.366","0.8746","0.8853","1"
"eyutrjs9","EsMoE-N","dense_requested","244","0.34","0.195","0.461","0.368","1.367","0.8739","0.8874","1"
"eyutrjs9","EsMoE-N","dense_requested","245","0.34","0.195","0.461","0.368","1.37","0.8743","0.8849","1"
"eyutrjs9","EsMoE-N","dense_requested","246","0.34","0.195","0.462","0.368","1.363","0.8725","0.886","1"
"eyutrjs9","EsMoE-N","dense_requested","247","0.34","0.195","0.463","0.367","1.367","0.8745","0.8865","1"
"eyutrjs9","EsMoE-N","dense_requested","248","0.34","0.195","0.464","0.366","1.363","0.8696","0.8853","1"
"eyutrjs9","EsMoE-N","dense_requested","249","0.34","0.195","0.465","0.366","1.361","0.8706","0.886","1"
"eyutrjs9","EsMoE-N","dense_requested","250","0.34","0.195","0.466","0.366","1.363","0.8691","0.8865","1"
"eyutrjs9","EsMoE-N","dense_requested","251","0.34","0.195","0.468","0.365","1.36","0.866","0.8858","1"
"eyutrjs9","EsMoE-N","dense_requested","252","0.34","0.195","0.468","0.365","1.368","0.8708","0.8853","1"
"eyutrjs9","EsMoE-N","dense_requested","253","0.34","0.195","0.468","0.365","1.36","0.8708","0.8848","1"
"eyutrjs9","EsMoE-N","dense_requested","254","0.341","0.195","0.467","0.366","1.364","0.8695","0.8857","1"
"eyutrjs9","EsMoE-N","dense_requested","255","0.341","0.195","0.468","0.366","1.358","0.8656","0.886","1"
"eyutrjs9","EsMoE-N","dense_requested","256","0.341","0.195","0.467","0.367","1.359","0.8628","0.8845","1"
"eyutrjs9","EsMoE-N","dense_requested","257","0.341","0.195","0.469","0.364","1.354","0.8613","0.8844","1"
"eyutrjs9","EsMoE-N","dense_requested","258","0.341","0.195","0.468","0.366","1.354","0.8582","0.8837","1"
"eyutrjs9","EsMoE-N","dense_requested","259","0.341","0.195","0.468","0.366","1.351","0.858","0.8837","1"
"eyutrjs9","EsMoE-N","dense_requested","260","0.341","0.195","0.467","0.367","1.348","0.857","0.8848","1"
"eyutrjs9","EsMoE-N","dense_requested","261","0.341","0.195","0.468","0.367","1.358","0.8623","0.8833","1"
"eyutrjs9","EsMoE-N","dense_requested","262","0.341","0.195","0.466","0.367","1.355","0.8569","0.8823","1"
"eyutrjs9","EsMoE-N","dense_requested","263","0.341","0.195","0.466","0.367","1.357","0.8587","0.8832","1"
"eyutrjs9","EsMoE-N","dense_requested","264","0.341","0.195","0.466","0.367","1.353","0.8587","0.8847","1"
"eyutrjs9","EsMoE-N","dense_requested","265","0.341","0.195","0.467","0.367","1.36","0.8594","0.882","1"
"eyutrjs9","EsMoE-N","dense_requested","266","0.341","0.195","0.467","0.367","1.352","0.8551","0.8832","1"
"eyutrjs9","EsMoE-N","dense_requested","267","0.341","0.195","0.468","0.366","1.347","0.8537","0.8828","1"
"eyutrjs9","EsMoE-N","dense_requested","268","0.341","0.195","0.467","0.366","1.355","0.8539","0.8825","1"
"eyutrjs9","EsMoE-N","dense_requested","269","0.341","0.195","0.467","0.366","1.342","0.8481","0.8811","1"
"eyutrjs9","EsMoE-N","dense_requested","270","0.341","0.195","0.468","0.366","1.356","0.857","0.8828","1"
"eyutrjs9","EsMoE-N","dense_requested","271","0.341","0.195","0.468","0.366","1.342","0.8478","0.8814","1"
"eyutrjs9","EsMoE-N","dense_requested","272","0.341","0.195","0.468","0.366","1.352","0.853","0.8807","1"
"eyutrjs9","EsMoE-N","dense_requested","273","0.341","0.196","0.468","0.366","1.342","0.8479","0.8822","1"
"eyutrjs9","EsMoE-N","dense_requested","274","0.341","0.195","0.468","0.366","1.356","0.8541","0.8838","1"
"eyutrjs9","EsMoE-N","dense_requested","275","0.341","0.196","0.468","0.365","1.345","0.8467","0.8826","1"
"eyutrjs9","EsMoE-N","dense_requested","276","0.341","0.196","0.468","0.365","1.346","0.846","0.8807","1"
"eyutrjs9","EsMoE-N","dense_requested","277","0.341","0.196","0.469","0.365","1.351","0.8494","0.882","1"
"eyutrjs9","EsMoE-N","dense_requested","278","0.341","0.196","0.47","0.365","1.338","0.8424","0.8802","1"
"eyutrjs9","EsMoE-N","dense_requested","279","0.341","0.196","0.47","0.365","1.345","0.8438","0.8811","1"
"eyutrjs9","EsMoE-N","dense_requested","280","0.341","0.196","0.47","0.365","1.34","0.8428","0.8816","1"
"eyutrjs9","EsMoE-N","dense_requested","281","0.341","0.196","0.472","0.364","1.336","0.841","0.8812","1"
"eyutrjs9","EsMoE-N","dense_requested","282","0.341","0.196","0.472","0.364","1.341","0.8457","0.8805","1"
"eyutrjs9","EsMoE-N","dense_requested","283","0.341","0.196","0.472","0.364","1.337","0.84","0.8792","1"
"eyutrjs9","EsMoE-N","dense_requested","284","0.341","0.196","0.471","0.365","1.337","0.8398","0.8803","1"
"eyutrjs9","EsMoE-N","dense_requested","285","0.341","0.196","0.471","0.365","1.335","0.8368","0.879","1"
"eyutrjs9","EsMoE-N","dense_requested","286","0.341","0.196","0.472","0.365","1.34","0.84","0.8789","1"
