best_train_total_loss,c2fmoa,c2fmot,cfg,epoch,final_train_total_loss,key,label,loss_diverged,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B),moablocks,motblocks,nan_detected,params,params_m,run_dir,train/box_loss,train/cls_loss,train/dfl_loss,train/moa_loss,train/moe_loss,train/mot_loss,val/box_loss,val/cls_loss,val/dfl_loss
3.891180,0,3,ultralytics/cfg/models/master/v0_10/det/yolo-master-mot-n.yaml,50,3.895410,v10_mot,YOLO-Master-v0.10-MoT-N,False,0.20441,0.10867,0.34572,0.24242,0,6,False,4055333,4.055333,runs/mot_ablation/v10_mot,1.6707,1.26059,0.96412,,,,1.66439,1.24384,0.95352
